HGNC_symbol	ENSTranscript
FOXQ1	ENST00000296839
IDI2	ENST00000277517
ERN2	ENST00000256797
BTBD6	ENST00000537513
KCNH7	ENST00000332142
ZNF479	ENST00000331162
ADAM19	ENST00000257527
ATP23	ENST00000300145
LACRT	ENST00000257867
SEC11C	ENST00000587834
MRPS36	ENST00000256441
TBL1Y	ENST00000383032
ZNF160	ENST00000418871
CASP1	ENST00000436863
MRFAP1	ENST00000320912
VPS13A	ENST00000360280
B3GNT9	ENST00000449549
KCNK4	ENST00000422670
CDC14A	ENST00000361544
RASL10B	ENST00000268864
DMKN	ENST00000339686
SMDT1	ENST00000331479
CENPL	ENST00000367710
SOX6	ENST00000396356
CAPZA3	ENST00000317658
CDC14B	ENST00000375241
CAV3	ENST00000343849
CASP7	ENST00000369321
BIRC8	ENST00000426466
LHX4	ENST00000263726
RGS8	ENST00000258302
MAATS1	ENST00000273390
MYO1C	ENST00000361007
CGB1	ENST00000301407
CGB2	ENST00000359342
MICALL1	ENST00000215957
FAM78A	ENST00000372271
ATG16L2	ENST00000321297
SSH2	ENST00000269033
ZC3H12C	ENST00000278590
FHDC1	ENST00000260008
CEP295	ENST00000411936
TNKS1BP1	ENST00000358252
ITPRIP	ENST00000278071
ZFHX2	ENST00000419474
CNTNAP4	ENST00000307431
LRRCC1	ENST00000360375
DCLK3	ENST00000416516
DOCK7	ENST00000340370
SLC52A3	ENST00000217254
ZNF764	ENST00000252797
RWDD2A	ENST00000369724
SLC25A51	ENST00000242275
LRRC46	ENST00000269025
ZNF622	ENST00000308683
ARMC6	ENST00000392335
IMP4	ENST00000259239
METTL18	ENST00000310392
PGAP3	ENST00000300658
TMEM259	ENST00000333175
SNX21	ENST00000342644
GZMH	ENST00000216338
CIPC	ENST00000361786
CTTNBP2	ENST00000160373
TMEM261	ENST00000358227
CALML4	ENST00000467889
SLAMF9	ENST00000368093
IL33	ENST00000381434
CELA2A	ENST00000359621
HIST3H2A	ENST00000366695
KRT71	ENST00000267119
FCHSD1	ENST00000435817
ABCC10	ENST00000244533
TRIM47	ENST00000254816
ITPA	ENST00000380113
MMEL1	ENST00000288709
ZNF257	ENST00000594947
POM121L2	ENST00000444565
KLHL13	ENST00000262820
TRERF1	ENST00000372922
BMF	ENST00000397573
TMEM54	ENST00000373463
SELENOI	ENST00000260585
DISP2	ENST00000267889
TSPYL5	ENST00000322128
TPGS1	ENST00000359315
LIMS3	ENST00000437679
ARHGAP18	ENST00000368149
TPD52L3	ENST00000344545
SHANK3	ENST00000262795
SLC38A5	ENST00000317669
C19orf33	ENST00000301246
MFN1	ENST00000471841
SYS1	ENST00000243918
CEACAM21	ENST00000187608
RCCD1	ENST00000394258
MYL12B	ENST00000237500
INTS4	ENST00000534064
TP53RK	ENST00000372114
GUCA2A	ENST00000357001
HLA-DPA1	ENST00000428995
FBXO21	ENST00000427718
CCDC120	ENST00000376396
TREX1	ENST00000436480
LUZP1	ENST00000374623
LUZP1	ENST00000418342
FBXW7	ENST00000281708
BTRC	ENST00000370187
RPL36	ENST00000347512
CDH7	ENST00000323011
HELB	ENST00000247815
CNTNAP3	ENST00000297668
WDR4	ENST00000330317
CARD9	ENST00000371732
N4BP2L1	ENST00000380130
WDR5	ENST00000425041
SLC18B1	ENST00000275227
SEPT1	ENST00000321367
CELF6	ENST00000287202
TSSK3	ENST00000373534
OBSCN	ENST00000284548
WDR34	ENST00000372715
MMAB	ENST00000545712
EMILIN3	ENST00000332312
GNG7	ENST00000382159
CCDC97	ENST00000269967
C15orf57	ENST00000358005
GADD45GIP1	ENST00000316939
ZNF486	ENST00000335117
ADCK2	ENST00000072869
CREB3L1	ENST00000529193
ANKRD40	ENST00000285243
ZNF830	ENST00000361952
MARVELD3	ENST00000268485
RFT1	ENST00000296292
ZNF300	ENST00000274599
RCSD1	ENST00000367854
SCGB3A1	ENST00000292641
TIFA	ENST00000361717
MGME1	ENST00000377710
NALCN	ENST00000251127
IGSF8	ENST00000314485
IL17F	ENST00000336123
IFT43	ENST00000238628
STX1B	ENST00000215095
VPS26B	ENST00000281187
NACC1	ENST00000292431
MED8	ENST00000290663
LARP4	ENST00000398473
PIK3IP1	ENST00000215912
ZIM3	ENST00000269834
SIGLEC11	ENST00000447370
SLC2A13	ENST00000280871
MAL2	ENST00000276681
LRRC37B	ENST00000341671
PGLYRP2	ENST00000340880
PGLYRP3	ENST00000290722
BTBD9	ENST00000481247
CSMD2	ENST00000373381
MBD6	ENST00000355673
XKR4	ENST00000327381
GPRIN1	ENST00000303991
SLC25A25	ENST00000373064
STK11IP	ENST00000295641
TUBGCP5	ENST00000283645
KLHL32	ENST00000369261
FMNL2	ENST00000288670
ELFN2	ENST00000402918
TMEM132B	ENST00000299308
PLEKHG4B	ENST00000283426
SLITRK1	ENST00000377084
ESCO1	ENST00000269214
TMEM200A	ENST00000392429
RNF157	ENST00000269391
GALNT13	ENST00000392825
KLHL29	ENST00000486442
ZBED9	ENST00000452236
RHPN1	ENST00000289013
LENG8	ENST00000326764
PNMA5	ENST00000361887
SMYD4	ENST00000305513
FHAD1	ENST00000358897
SLAMF6	ENST00000368059
TMEM123	ENST00000398136
TSGA13	ENST00000356588
SLC26A9	ENST00000367135
NT5C3B	ENST00000269534
ATG4A	ENST00000372232
PCMTD1	ENST00000360540
FCRL1	ENST00000368176
FCRL3	ENST00000368184
LRRC42	ENST00000319223
GBP4	ENST00000355754
GBP5	ENST00000343435
FAM46B	ENST00000289166
SLC5A11	ENST00000347898
TNFRSF13C	ENST00000291232
NOSTRIN	ENST00000445023
ALPK2	ENST00000361673
ARHGAP33	ENST00000314737
WDFY2	ENST00000298125
DNTTIP1	ENST00000372622
DIRC1	ENST00000308100
LRRC3B	ENST00000396641
CYYR1	ENST00000299340
TGM7	ENST00000452443
ACSM1	ENST00000307493
ACRC	ENST00000373696
C8orf34	ENST00000518698
PANX3	ENST00000284288
RBP7	ENST00000294435
IL22RA2	ENST00000296980
TOP1MT	ENST00000329245
CLNK	ENST00000226951
FAM129A	ENST00000367511
MAS1L	ENST00000377127
APOA5	ENST00000542499
RPL39L	ENST00000296277
HSPA12B	ENST00000254963
LEAP2	ENST00000296877
LRG1	ENST00000306390
IFT122	ENST00000296266
ANKRD30A	ENST00000361713
AZIN2	ENST00000294517
CMTM1	ENST00000379500
OSR2	ENST00000435298
MED12L	ENST00000474524
SIGLEC12	ENST00000291707
GNB1L	ENST00000329517
TSSK2	ENST00000399635
ENO3	ENST00000323997
ART5	ENST00000397068
ZFP91	ENST00000316059
MYLK	ENST00000360304
MRPS33	ENST00000324787
UGT2B28	ENST00000335568
COMMD7	ENST00000278980
ZNF518B	ENST00000326756
RBM33	ENST00000401878
HTRA3	ENST00000307358
TMEM203	ENST00000343666
UCN3	ENST00000380433
MRPL53	ENST00000258105
CNTROB	ENST00000563694
SNAP47	ENST00000366759
TADA1	ENST00000367874
CATSPER1	ENST00000312106
THEM4	ENST00000368814
CCND1	ENST00000227507
GLMN	ENST00000370360
RPLP0	ENST00000228306
CLIC6	ENST00000349499
TAAR8	ENST00000275200
FAM167A	ENST00000284486
DACH2	ENST00000373125
SH2D1B	ENST00000367929
DCD	ENST00000293371
WFIKKN1	ENST00000319070
TEKT1	ENST00000338694
CATSPER2	ENST00000354127
GPR101	ENST00000298110
SCGB3A2	ENST00000296694
MIA2	ENST00000280082
ANKH	ENST00000284268
SLC35G5	ENST00000382435
MRGPRX2	ENST00000329773
MRGPRX3	ENST00000396275
MRGPRX4	ENST00000314254
OR6C3	ENST00000379667
OR6C2	ENST00000322678
OR5AC2	ENST00000358642
OR1J2	ENST00000335302
HRASLS5	ENST00000540857
GALNT15	ENST00000339732
IP6K3	ENST00000293756
DEFB118	ENST00000253381
CIB3	ENST00000269878
TAGAP	ENST00000367066
KRT3	ENST00000417996
ARTN	ENST00000414809
CRYBA2	ENST00000295728
KLHDC3	ENST00000326974
WNT16	ENST00000222462
GIT2	ENST00000355312
NAA15	ENST00000296543
BSND	ENST00000371265
TWIST2	ENST00000448943
CCNE2	ENST00000308108
PI4KA	ENST00000255882
TSR2	ENST00000375151
OLFM2	ENST00000264833
MOGAT1	ENST00000446656
UBE2J2	ENST00000349431
BORCS5	ENST00000314565
ANTXR2	ENST00000403729
MUCL1	ENST00000308796
HDAC9	ENST00000432645
PSAT1	ENST00000376588
C21orf58	ENST00000291691
YBEY	ENST00000329319
SMIM11A	ENST00000399292
FAM3B	ENST00000357985
EVA1C	ENST00000300255
FAM207A	ENST00000291634
RPUSD1	ENST00000007264
RAD51C	ENST00000337432
EXOSC6	ENST00000435634
TECTB	ENST00000369422
ZNF354B	ENST00000322434
PPP4R4	ENST00000304338
WNT7B	ENST00000339464
CCNT2	ENST00000264157
BRD4	ENST00000263377
WNT8A	ENST00000398754
DNAJB6	ENST00000262177
CDKN1A	ENST00000244741
MYO18A	ENST00000527372
TM2D3	ENST00000333202
ADGRE5	ENST00000242786
SLC36A1	ENST00000243389
MYL1	ENST00000352451
CDKN2D	ENST00000393599
SCAMP4	ENST00000316097
ABCA10	ENST00000269081
ABCA9	ENST00000340001
ABCA6	ENST00000284425
TUBA3D	ENST00000321253
CLEC4D	ENST00000299665
S100A16	ENST00000368706
DEFB104A	ENST00000314265
TCEAL2	ENST00000372780
PTP4A2	ENST00000344035
AQP10	ENST00000324978
ACTRT2	ENST00000378404
GATA5	ENST00000252997
SERPINB12	ENST00000269491
SERPINB11	ENST00000544088
PIGU	ENST00000217446
SDCBP2	ENST00000360779
GAB2	ENST00000361507
SLC44A1	ENST00000374720
PTPN6	ENST00000456013
SLC32A1	ENST00000217420
BPIFA2	ENST00000354932
HIST1H2BK	ENST00000396891
RNPS1	ENST00000320225
HIST1H2AH	ENST00000377459
OSBPL1A	ENST00000319481
MAG	ENST00000361922
ZSWIM1	ENST00000372523
TJAP1	ENST00000259751
B3GALT6	ENST00000379198
BHLHE23	ENST00000370346
VSTM2L	ENST00000373461
SPATA25	ENST00000372519
CST9L	ENST00000376979
DUSP15	ENST00000339738
WFDC3	ENST00000243938
GCNT7	ENST00000243913
NOL4L	ENST00000359676
CBLN4	ENST00000064571
CTCFL	ENST00000609232
SAMD10	ENST00000369886
ABHD16B	ENST00000369916
CCM2L	ENST00000262659
BRI3BP	ENST00000341446
TLDC2	ENST00000217320
UPF3B	ENST00000276201
TBX1	ENST00000332710
DPH6	ENST00000256538
MED30	ENST00000297347
TMEM41A	ENST00000421852
MSANTD3	ENST00000395067
CDKN2AIPNL	ENST00000458198
RSAD2	ENST00000382040
ACY3	ENST00000255082
C11orf52	ENST00000278601
ZC3HAV1L	ENST00000275766
GLYATL1	ENST00000300079
PEX11G	ENST00000221480
ERI2	ENST00000300005
DTD2	ENST00000310850
WDR89	ENST00000394942
CFAP36	ENST00000407816
CDCA5	ENST00000275517
SLC46A1	ENST00000440501
SLC35A4	ENST00000323146
KCNE4	ENST00000281830
PHACTR3	ENST00000371015
SUN5	ENST00000356173
DYNLL2	ENST00000579991
UBE2F	ENST00000272930
COL11A2	ENST00000341947
PTPN13	ENST00000436978
PRRC2A	ENST00000376007
TREX2	ENST00000370231
TRPV1	ENST00000399756
H2AFB3	ENST00000369444
OCSTAMP	ENST00000279028
ADAMTS14	ENST00000373207
NRSN1	ENST00000378491
SRXN1	ENST00000381962
IFFO1	ENST00000336604
EGLN2	ENST00000303961
SYTL4	ENST00000372989
C20orf141	ENST00000380589
ZNF280A	ENST00000302097
NEU4	ENST00000404257
B3GAT2	ENST00000230053
SRSF12	ENST00000452027
SSC4D	ENST00000275560
RPL10L	ENST00000298283
KRT72	ENST00000293745
ROMO1	ENST00000374078
TMC2	ENST00000358864
ZSWIM3	ENST00000255152
WFDC10A	ENST00000372643
ZNF280B	ENST00000360412
SIRPA	ENST00000356025
DIDO1	ENST00000354665
GPR82	ENST00000302548
OXGR1	ENST00000298440
GPR78	ENST00000382487
DTD1	ENST00000377452
FAM210B	ENST00000371384
OVCA2	ENST00000572195
SRMS	ENST00000217188
C20orf144	ENST00000375222
ISM1	ENST00000262487
WFDC6	ENST00000372670
FAM65C	ENST00000045083
DEFB129	ENST00000246105
PABPC5	ENST00000312600
RBBP8NL	ENST00000252998
CNBD2	ENST00000349339
STK35	ENST00000246032
OR1K1	ENST00000277309
SPSB3	ENST00000566339
SPSB4	ENST00000310546
ASB16	ENST00000293414
RLN3	ENST00000431365
GPR62	ENST00000322241
SLC22A9	ENST00000279178
SOCS4	ENST00000395472
ASB17	ENST00000284142
WFDC12	ENST00000372785
DPCR1	ENST00000304311
UNC5D	ENST00000404895
ASB5	ENST00000296525
MIB2	ENST00000357210
SLC34A3	ENST00000361134
ITLN2	ENST00000368029
RAB40A	ENST00000304236
DBN1	ENST00000292385
UNG	ENST00000242576
ASGR2	ENST00000254850
DGUOK	ENST00000264093
DCBLD2	ENST00000326840
ASB15	ENST00000275699
ATRIP	ENST00000320211
COLEC12	ENST00000400256
ASB12	ENST00000362002
WRNIP1	ENST00000380771
MXI1	ENST00000332674
ELMO1	ENST00000396045
COL18A1	ENST00000400337
KLHL6	ENST00000341319
TOR2A	ENST00000373281
ATP6V1G2	ENST00000303892
NPIPB3	ENST00000448012
UBE3B	ENST00000342494
PAGE5	ENST00000289619
CHST14	ENST00000306243
JDP2	ENST00000435893
GIMAP1	ENST00000307194
MADCAM1	ENST00000215637
ACOT12	ENST00000307624
ASZ1	ENST00000284629
GPHA2	ENST00000279168
HTR3C	ENST00000318351
S100Z	ENST00000317593
CNTNAP5	ENST00000431078
XAGE5	ENST00000425386
XAGE2	ENST00000286049
RAB24	ENST00000393611
RGS18	ENST00000367460
TSPAN18	ENST00000340160
A1BG	ENST00000263100
CST11	ENST00000377009
MEN1	ENST00000312049
RXFP2	ENST00000298386
MOB3A	ENST00000357066
CPNE4	ENST00000429747
PRRC1	ENST00000296666
DYX1C1	ENST00000321149
SNAP25	ENST00000254976
UBE3A	ENST00000438097
AMOTL1	ENST00000433060
DCANP1	ENST00000503143
SLC39A4	ENST00000301305
WFDC8	ENST00000289953
DYNLRB2	ENST00000305904
CREB3L4	ENST00000368607
FAM71B	ENST00000302938
RAET1L	ENST00000286380
OTUD7A	ENST00000307050
COX7B2	ENST00000355591
OSCAR	ENST00000358375
PTPRT	ENST00000373198
APBB3	ENST00000357560
XAGE3	ENST00000346279
LRPPRC	ENST00000260665
GIPC3	ENST00000322315
PPARGC1B	ENST00000309241
WIPF2	ENST00000323571
AMOT	ENST00000304758
SHANK2	ENST00000449833
GSX2	ENST00000326902
ATP6V1G3	ENST00000309309
DEDD2	ENST00000336034
WHSC1	ENST00000382895
RAD17	ENST00000345306
PAQR8	ENST00000442253
RSPRY1	ENST00000394420
UNC5A	ENST00000329542
YTHDC1	ENST00000355665
FNIP1	ENST00000510461
PLCD3	ENST00000322765
ZNF618	ENST00000288466
DIS3L	ENST00000319194
TTN	ENST00000342992
NIPBL	ENST00000282516
ASNS	ENST00000394309
ZNF526	ENST00000301215
GRIN3A	ENST00000361820
AGAP4	ENST00000448048
TMEM132D	ENST00000422113
ANKS3	ENST00000304283
RAVER1	ENST00000293677
EMID1	ENST00000334018
SHROOM1	ENST00000319854
COL26A1	ENST00000313669
ZFP90	ENST00000398253
CCBE1	ENST00000439986
ZNF418	ENST00000396147
TTC14	ENST00000296015
AMZ1	ENST00000312371
KIAA1958	ENST00000337530
ZFP82	ENST00000392161
CITED4	ENST00000372638
BMPER	ENST00000297161
PPP1R18	ENST00000274853
ZNF431	ENST00000311048
ZNF721	ENST00000511833
ANKRD24	ENST00000600132
TANK	ENST00000457476
SLC26A10	ENST00000320442
SAT2	ENST00000269298
ACER1	ENST00000301452
CD109	ENST00000437994
NEK7	ENST00000367385
SLC30A7	ENST00000370112
KCNV2	ENST00000382082
SPACA4	ENST00000321762
SYN1	ENST00000340666
ZNF274	ENST00000326804
RAD51B	ENST00000487270
HELQ	ENST00000295488
DQX1	ENST00000404568
ADAMTS19	ENST00000274487
RHOV	ENST00000220507
MED22	ENST00000343730
LARGE1	ENST00000397394
SLC12A6	ENST00000560611
RORA	ENST00000261523
CYGB	ENST00000293230
SMTN	ENST00000358743
RAD52	ENST00000358495
RFX2	ENST00000592546
RLN2	ENST00000381627
CREB1	ENST00000432329
NLRP4	ENST00000301295
C6orf25	ENST00000375809
CSTL1	ENST00000347397
IL17D	ENST00000304920
NUP35	ENST00000295119
ZNF681	ENST00000402377
DTX3L	ENST00000296161
SPTSSA	ENST00000298130
ACTRT1	ENST00000371124
RUNDC3B	ENST00000338056
PATE1	ENST00000305738
PKD1L1	ENST00000289672
PTCRA	ENST00000304672
PYGO2	ENST00000368457
PANK1	ENST00000322191
ACMSD	ENST00000356140
TAAR1	ENST00000275216
RHBDL3	ENST00000269051
NLRP6	ENST00000312165
ZNF675	ENST00000359788
RNASE8	ENST00000308227
FAM122A	ENST00000394264
JOSD2	ENST00000601423
GNPDA2	ENST00000295448
COPS9	ENST00000307266
CLEC12A	ENST00000304361
POLR3H	ENST00000396504
ABHD3	ENST00000289119
TMEM116	ENST00000550831
GLB1L2	ENST00000535456
KLC4	ENST00000458460
FAM181A	ENST00000267594
VWA5B2	ENST00000426955
KIAA2013	ENST00000376572
ZNF551	ENST00000356715
OTULIN	ENST00000284274
TP53I13	ENST00000301057
THAP3	ENST00000377627
SAMD1	ENST00000533683
DCAF15	ENST00000254337
SCRN2	ENST00000290216
SHF	ENST00000290894
MCU	ENST00000373053
TIMM29	ENST00000270502
CARMIL3	ENST00000342740
LRSAM1	ENST00000323301
FAM104B	ENST00000332132
CEP95	ENST00000556440
PRMT9	ENST00000322396
ZNF251	ENST00000292562
AP5B1	ENST00000532090
BOD1	ENST00000311086
PKDCC	ENST00000294964
PCED1B	ENST00000546455
MYADM	ENST00000391770
ZNF845	ENST00000458035
CABLES1	ENST00000420687
TTC5	ENST00000258821
FDXACB1	ENST00000260257
TIMD4	ENST00000274532
OXNAD1	ENST00000285083
MTSS1L	ENST00000338779
MTG1	ENST00000317502
TMEM129	ENST00000303277
NAF1	ENST00000274054
G6PC3	ENST00000269097
FAM114A1	ENST00000358869
TMEM169	ENST00000295658
TMEM183A	ENST00000367242
SHKBP1	ENST00000291842
REEP6	ENST00000233596
HNRNPLL	ENST00000608859
MARS2	ENST00000282276
MARCH9	ENST00000266643
TMEM44	ENST00000273580
NOM1	ENST00000275820
MVB12A	ENST00000543795
SP140L	ENST00000415673
MYL10	ENST00000223167
GTF3C6	ENST00000329970
MRAP2	ENST00000257776
CMTM7	ENST00000334983
FAM71E1	ENST00000595790
RDH13	ENST00000396247
HOGA1	ENST00000370646
SGF29	ENST00000317058
PHF21B	ENST00000313237
KTI12	ENST00000371614
MCRIP2	ENST00000307650
MTFR2	ENST00000451457
AHNAK2	ENST00000333244
SAAL1	ENST00000300013
ADAT3	ENST00000329478
CASC4	ENST00000299957
KIF12	ENST00000374118
C12orf57	ENST00000229281
GLCCI1	ENST00000223145
SMIM12	ENST00000521580
ADPRHL1	ENST00000375418
MFSD3	ENST00000301327
SDSL	ENST00000345635
KLHDC7B	ENST00000395676
ZBED6CL	ENST00000343855
FAM83F	ENST00000333407
SMIM19	ENST00000414154
GPRASP2	ENST00000332262
FLYWCH2	ENST00000396958
VASN	ENST00000304735
MB21D1	ENST00000370315
CCDC124	ENST00000597436
HAUS1	ENST00000282058
KCTD12	ENST00000377474
GPR146	ENST00000297468
MALSU1	ENST00000466681
ZNF689	ENST00000287461
ACYP2	ENST00000394666
ARL11	ENST00000282026
IQCD	ENST00000299732
DHRS1	ENST00000396813
RAB3C	ENST00000282878
NXNL1	ENST00000301944
CTHRC1	ENST00000330295
BATF2	ENST00000301887
FOXP4	ENST00000373063
WDR92	ENST00000295121
NUS1	ENST00000368494
TM4SF19	ENST00000273695
ZMYND19	ENST00000298585
TLCD1	ENST00000292090
GLI4	ENST00000340042
ZNF837	ENST00000597582
TYW3	ENST00000370867
ICA1L	ENST00000392237
C11orf84	ENST00000294244
MDP1	ENST00000288087
CDAN1	ENST00000356231
CHADL	ENST00000216241
SGO1	ENST00000306698
CCDC167	ENST00000373408
ZNF655	ENST00000394163
PWWP2B	ENST00000305233
TECR	ENST00000215567
TLR4	ENST00000355622
CTTN	ENST00000346329
EXOC3L2	ENST00000413988
MLIP	ENST00000274897
SLC38A10	ENST00000288439
HINT3	ENST00000229633
TAF8	ENST00000372977
NRG4	ENST00000394907
HDGFL1	ENST00000230012
BCL11B	ENST00000357195
BCL2L1	ENST00000307677
HAS3	ENST00000219322
DHX30	ENST00000445061
GGA3	ENST00000245541
DDX31	ENST00000310532
BCL2L11	ENST00000393256
TLR8	ENST00000218032
PPP1R14B	ENST00000309318
GRIN3B	ENST00000234389
TMC1	ENST00000297784
KLF14	ENST00000310992
PKHD1	ENST00000371117
TAS1R1	ENST00000333172
MPLKIP	ENST00000306984
MAGEC3	ENST00000298296
MAGEE2	ENST00000373359
NSMCE3	ENST00000332303
CALML6	ENST00000307786
B3GNT6	ENST00000533140
NFAT5	ENST00000349945
MSR1	ENST00000350896
PPT2	ENST00000361568
MIPOL1	ENST00000327441
NRXN2	ENST00000377559
PGK2	ENST00000304801
HEPH	ENST00000374727
BAX	ENST00000345358
MYEOV	ENST00000308946
RHOT2	ENST00000315082
CCDC74A	ENST00000295171
CCDC126	ENST00000307471
SLC25A46	ENST00000355943
R3HDM4	ENST00000361574
ALKBH8	ENST00000428149
MRRF	ENST00000344641
DPH7	ENST00000277540
TEX30	ENST00000376032
SYTL5	ENST00000297875
ZNF653	ENST00000293771
GINM1	ENST00000367419
TM4SF18	ENST00000296059
C11orf74	ENST00000334307
TMEM45B	ENST00000281441
PIH1D2	ENST00000280350
PLD4	ENST00000392593
LEO1	ENST00000299601
CANT1	ENST00000302345
LYPLAL1	ENST00000366928
ARL8A	ENST00000272217
SPATA17	ENST00000366933
ANKRD54	ENST00000215941
MITD1	ENST00000289359
MBOAT2	ENST00000305997
TRIM43	ENST00000272395
GALM	ENST00000272252
ZFAND2B	ENST00000289528
CCDC148	ENST00000283233
M1AP	ENST00000290536
FAM3D	ENST00000358781
CD200R1	ENST00000308611
TAMM41	ENST00000273037
CMBL	ENST00000296658
C7orf31	ENST00000283905
DYDC1	ENST00000372204
ATP8B3	ENST00000310127
PNPLA5	ENST00000216177
DPPA2	ENST00000478945
SLC7A13	ENST00000297524
FAM122C	ENST00000370785
HIGD2A	ENST00000274787
SON	ENST00000356577
VANGL1	ENST00000355485
TGIF2LX	ENST00000283891
ESAM	ENST00000278927
PROKR1	ENST00000394342
SCAMP5	ENST00000425597
SDR16C5	ENST00000303749
OLIG1	ENST00000382348
NETO1	ENST00000397929
SPPL3	ENST00000353487
IL31RA	ENST00000447346
CD300LF	ENST00000326165
MAPK15	ENST00000338033
TSPAN32	ENST00000182290
ADAMTS13	ENST00000371929
MAPK7	ENST00000308406
EPS8L3	ENST00000369805
ADAMTS15	ENST00000299164
ADAMTS16	ENST00000274181
ADAMTS17	ENST00000268070
ARX	ENST00000379044
DNER	ENST00000341772
SPATA3	ENST00000433428
DEFB127	ENST00000382388
TPCN2	ENST00000294309
FAM175A	ENST00000321945
MAPKAPK5	ENST00000550735
YY1AP1	ENST00000295566
MASP1	ENST00000296280
PPIL4	ENST00000253329
DPP9	ENST00000262960
DEPDC7	ENST00000311388
CRB3	ENST00000600229
MIEF2	ENST00000323019
ALS2CR12	ENST00000405148
STARD4	ENST00000296632
RAET1E	ENST00000357183
ABRA	ENST00000311955
SGCZ	ENST00000382080
TRUB1	ENST00000298746
C16orf71	ENST00000299320
STARD6	ENST00000307844
TMEM190	ENST00000291934
SLC9B1	ENST00000296422
ADAD2	ENST00000268624
RNF133	ENST00000340112
ALKBH3	ENST00000302708
DAGLB	ENST00000297056
NAP1L1	ENST00000261182
GRK7	ENST00000264952
TGIF2LY	ENST00000321217
TAF15	ENST00000588240
NFKBID	ENST00000396901
C1orf105	ENST00000367727
FGD4	ENST00000427716
MTFMT	ENST00000220058
ADAD1	ENST00000296513
PPM1L	ENST00000498165
TSTD2	ENST00000341170
LIPH	ENST00000296252
MS4A6E	ENST00000300182
CTAG1A	ENST00000333128
EHD4	ENST00000220325
STAT3	ENST00000264657
LGI3	ENST00000306317
MCFD2	ENST00000319466
ORMDL3	ENST00000304046
WDR36	ENST00000506538
RHOXF1	ENST00000217999
PPTC7	ENST00000354300
LGI4	ENST00000310123
GAS2L2	ENST00000254466
CDC26	ENST00000374206
YME1L1	ENST00000326799
ANGPTL4	ENST00000301455
BIRC7	ENST00000217169
KCNH5	ENST00000322893
SLC17A8	ENST00000323346
CHRFAM7A	ENST00000299847
ATRN	ENST00000262919
BIN1	ENST00000316724
MATK	ENST00000310132
CLDN14	ENST00000399137
GNAT1	ENST00000232461
KNL1	ENST00000399668
RPIA	ENST00000283646
SLC39A3	ENST00000269740
DUOXA1	ENST00000267803
ZNF700	ENST00000254321
ANGEL2	ENST00000366962
TMEM55B	ENST00000398020
SPOCD1	ENST00000360482
HN1L	ENST00000248098
NEXN	ENST00000334785
CAPN13	ENST00000295055
COQ10A	ENST00000308197
CCDC114	ENST00000315396
MAPK1IP1L	ENST00000395468
SFXN5	ENST00000272433
GLMP	ENST00000362007
L3HYPDH	ENST00000247194
TEX261	ENST00000272438
ATP6V1C2	ENST00000381661
HENMT1	ENST00000370032
SLC22A12	ENST00000377574
LYPD1	ENST00000397463
BTBD16	ENST00000260723
COMTD1	ENST00000372538
ANKRD22	ENST00000371930
BORCS7	ENST00000339834
RHEBL1	ENST00000301068
GTSF1	ENST00000305879
SLAIN1	ENST00000351546
C15orf40	ENST00000304177
LRRC28	ENST00000301981
NIPA1	ENST00000337435
FOPNL	ENST00000255759
CMTM3	ENST00000361909
C16orf78	ENST00000299191
ZC3H18	ENST00000301011
SEPT12	ENST00000268231
CYB5D1	ENST00000332439
HEXIM2	ENST00000307275
CCDC43	ENST00000315286
CYB5D2	ENST00000301391
LOXHD1	ENST00000536736
COX6B2	ENST00000326529
MBD3L2	ENST00000381393
TMIGD2	ENST00000301272
JSRP1	ENST00000300961
HSPB6	ENST00000004982
GABPB2	ENST00000368918
LRRC39	ENST00000370137
DCST2	ENST00000368424
WDR64	ENST00000366552
TMEM125	ENST00000439858
TSACC	ENST00000368255
TBC1D20	ENST00000354200
RFTN2	ENST00000295049
ZNF513	ENST00000323703
TMEM182	ENST00000412401
KCNH8	ENST00000328405
LYZL4	ENST00000287748
FAM131A	ENST00000383847
CHCHD4	ENST00000295767
TMEM42	ENST00000302392
UROC1	ENST00000290868
PPM1M	ENST00000457351
SCLT1	ENST00000281142
SPATA4	ENST00000280191
C4orf36	ENST00000295898
JCHAIN	ENST00000254801
CAPSL	ENST00000397367
LRGUK	ENST00000285928
TMEM71	ENST00000356838
ADHFE1	ENST00000396623
PXDNL	ENST00000356297
LETM2	ENST00000297720
NACC2	ENST00000277554
C9orf116	ENST00000429260
HDX	ENST00000297977
DOCK11	ENST00000276202
TCP10L	ENST00000300258
SAMD8	ENST00000542569
C10orf82	ENST00000369210
PSMA8	ENST00000308268
C11orf40	ENST00000307616
FAM76B	ENST00000358780
SESN3	ENST00000536441
DNHD1	ENST00000254579
WDR66	ENST00000288912
GLT1D1	ENST00000281703
A2ML1	ENST00000299698
FAM109A	ENST00000392658
OTOA	ENST00000388958
TEKT5	ENST00000283025
GSG1L	ENST00000380897
TMED6	ENST00000288025
MGAT5B	ENST00000301618
TEPSIN	ENST00000300714
ZNF18	ENST00000322748
CCDC42	ENST00000293845
SLFN13	ENST00000285013
DHRS13	ENST00000378895
ZNF480	ENST00000595962
HIPK4	ENST00000291823
NLRP12	ENST00000324134
CCDC155	ENST00000447857
ZNF420	ENST00000337995
ZNF582	ENST00000301310
CAPN12	ENST00000328867
